Id,label
0,0
1,0
2,0
3,0
4,2
5,0
6,0
7,2
8,2
9,1
10,2
11,0
12,1
13,0
14,2
15,1
16,0
17,2
18,2
19,2
20,1
21,0
22,1
23,1
24,0
25,0
26,1
27,2
28,1
29,0
30,1
31,0
32,0
33,1
34,0
35,0
36,1
37,1
38,0
39,0
40,0
41,1
42,0
43,2
44,0
45,0
46,1
47,0
48,2
49,0
50,0
51,2
52,1
53,2
54,2
55,1
56,2
57,0
58,0
59,1
60,0
61,1
62,2
63,0
64,2
65,0
66,0
67,1
68,2
69,1
70,2
71,2
72,2
73,1
74,2
75,1
76,0
77,1
78,2
79,2
80,1
81,1
82,0
83,1
84,0
85,0
86,0
87,1
88,0
89,1
90,2
91,1
92,1
93,2
94,0
95,0
96,2
97,1
98,1
99,1
100,1
101,0
102,0
103,1
104,0
105,1
106,2
107,0
108,0
109,0
110,1
111,1
112,0
113,1
114,1
115,0
116,2
117,2
118,2
119,0
120,2
121,2
122,1
123,1
124,0
125,2
126,2
127,0
128,2
129,2
130,0
131,1
132,1
133,2
134,2
135,0
136,0
137,1
138,1
139,2
140,1
141,2
142,0
143,2
144,2
145,1
146,0
147,1
148,2
149,2
150,2
151,0
152,2
153,2
154,0
155,0
156,2
157,2
158,1
159,1
160,0
161,2
162,1
163,0
164,0
165,1
166,1
167,2
168,1
169,0
170,2
171,0
172,2
173,1
174,2
175,1
176,1
177,1
178,0
179,2
180,0
181,1
182,2
183,2
184,2
185,2
186,1
187,0
188,1
189,2
190,2
191,2
192,1
193,2
194,2
195,2
196,1
197,1
198,2
199,2
200,0
201,0
202,2
203,0
204,0
205,1
206,1
207,0
208,1
209,2
210,2
211,2
212,2
213,0
214,0
215,0
216,2
217,2
218,1
219,1
220,0
221,2
222,0
223,1
224,0
225,1
226,1
227,1
228,1
229,2
230,0
231,1
232,2
233,0
234,1
235,0
236,0
237,1
238,2
239,0
240,2
241,0
242,2
243,0
244,0
245,2
246,2
247,1
248,1
249,1
250,2
251,1
252,1
253,0
254,1
255,1
256,2
257,1
258,1
259,1
260,2
261,2
262,1
263,0
264,0
265,1
266,1
267,1
268,0
269,2
270,0
271,1
272,2
273,2
274,2
275,1
276,0
277,2
278,1
279,1
280,2
281,2
282,2
283,1
284,2
285,0
286,1
287,1
288,1
289,0
290,0
291,1
292,1
293,0
294,0
295,0
296,1
297,0
298,0
299,2
300,1
301,2
302,2
303,2
304,0
305,2
306,2
307,1
308,0
309,2
310,0
311,2
312,0
313,1
314,2
315,1
316,0
317,2
318,2
319,2
320,1
321,1
322,2
323,1
324,2
325,1
326,2
327,2
328,1
329,0
330,1
331,2
332,0
333,0
334,1
335,2
336,2
337,1
338,2
339,1
340,0
341,1
342,0
343,1
344,2
345,0
346,1
347,1
348,0
349,0
350,2
351,1
352,1
353,2
354,1
355,1
356,2
357,0
358,0
359,0
360,0
361,0
362,1
363,2
364,1
365,1
366,2
367,0
368,1
369,0
370,2
371,0
372,0
373,0
374,2
375,1
376,0
377,0
378,2
379,0
380,2
381,1
382,2
383,2
384,2
385,0
386,2
387,1
388,2
389,1
390,2
391,0
392,0
393,0
394,0
395,0
396,2
397,0
398,1
399,2
400,0
401,1
402,1
403,0
404,0
405,2
406,0
407,2
408,0
409,0
410,0
411,2
412,1
413,2
414,2
415,1
416,0
417,0
418,2
419,1
420,1
421,1
422,2
423,2
424,2
425,0
426,0
427,0
428,1
429,1
430,1
431,2
432,1
433,1
434,1
435,1
436,0
437,0
438,2
439,1
440,1
441,1
442,1
443,0
444,2
445,1
446,1
447,1
448,0
449,2
450,1
451,2
452,0
453,0
454,0
455,1
456,2
457,0
458,0
459,2
460,2
461,1
462,0
463,0
464,2
465,1
466,0
467,0
468,1
469,1
470,1
471,0
472,0
473,1
474,2
475,1
476,2
477,1
478,1
479,0
480,2
481,1
482,2
483,0
484,0
485,0
486,1
487,1
488,1
489,0
490,2
491,2
492,0
493,1
494,1
495,1
496,1
497,1
498,1
499,0
500,1
501,2
502,2
503,0
504,2
505,1
506,0
507,1
508,2
509,1
510,0
511,1
512,2
513,0
514,0
515,2
516,0
517,2
518,1
519,1
520,0
521,2
522,2
523,2
524,0
525,0
526,2
527,0
528,2
529,0
530,1
531,2
532,1
