Id,label
0,2
1,0
2,2
3,0
4,0
5,0
6,0
7,0
8,0
9,2
10,1
11,0
12,0
13,1
14,0
15,1
16,0
17,1
18,1
19,0
20,0
21,1
22,1
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,2
31,1
32,0
33,1
34,2
35,0
36,0
37,1
38,0
39,0
40,0
41,0
42,2
43,2
44,0
45,0
46,1
47,0
48,2
49,2
50,0
51,1
52,2
53,1
54,0
55,0
56,0
57,0
58,0
59,1
60,2
61,2
62,2
63,1
64,0
65,0
66,2
67,0
68,2
69,0
70,0
71,2
72,0
73,0
74,0
75,0
76,2
77,0
78,0
79,0
80,2
81,0
82,1
83,1
84,2
85,2
86,2
87,0
88,0
89,0
90,0
91,0
92,1
93,2
94,2
95,0
96,2
97,2
98,0
99,2
100,0
101,0
102,2
103,0
104,1
105,2
106,0
107,0
108,2
109,1
110,0
111,1
112,0
113,2
114,2
115,2
116,0
117,2
118,0
119,0
120,0
121,0
122,2
123,0
124,0
125,1
126,2
127,2
128,0
129,0
130,2
131,0
132,1
133,1
134,0
135,1
136,0
137,2
138,2
139,1
140,2
141,2
142,2
143,2
144,0
145,2
146,0
147,1
148,0
149,0
150,2
151,0
152,1
153,0
154,0
155,2
156,0
157,1
158,1
159,0
160,1
161,0
162,1
163,0
164,0
165,0
166,0
167,2
168,0
169,0
170,0
171,1
172,0
173,0
174,0
175,0
176,0
177,1
178,0
179,0
180,2
181,0
182,0
183,0
184,1
185,2
186,0
187,2
188,2
189,0
190,0
191,0
192,2
193,2
194,0
195,1
196,1
197,0
198,0
199,1
200,0
201,0
202,0
203,2
204,0
205,0
206,2
207,0
208,2
209,0
210,2
211,2
212,1
213,0
214,0
215,2
216,0
217,2
218,0
219,1
220,1
221,0
222,0
223,2
224,0
225,2
226,1
227,2
228,1
229,0
230,0
231,0
232,0
233,2
234,0
235,0
236,0
237,2
238,2
239,0
240,1
241,0
242,0
243,0
244,0
245,2
246,2
247,2
248,1
249,1
250,0
251,1
252,0
253,1
254,2
255,1
256,2
257,0
258,1
259,0
260,0
261,1
262,1
263,1
264,0
265,0
266,0
267,0
268,1
269,2
270,2
271,2
272,2
273,1
274,2
275,0
276,1
277,0
278,0
279,2
280,1
281,0
282,0
283,0
284,0
285,2
286,2
287,2
288,1
289,0
290,0
291,0
292,0
293,2
294,0
295,0
296,0
297,0
298,2
299,1
300,2
301,0
302,0
303,0
304,1
305,0
306,0
307,1
308,0
309,0
310,2
311,0
312,1
313,0
314,0
315,0
316,2
317,0
318,2
319,0
320,0
321,2
322,2
323,2
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,2
332,0
333,1
334,0
335,0
336,0
337,0
338,2
339,0
340,0
341,2
342,2
343,1
344,1
345,2
346,0
347,0
348,0
349,1
350,2
351,0
352,2
353,1
354,2
355,0
356,0
357,0
358,1
359,0
360,0
361,0
362,1
363,2
364,2
365,2
366,0
367,1
368,1
369,2
370,1
371,2
372,2
373,1
374,0
375,1
376,0
377,2
378,1
379,0
380,0
381,0
382,2
383,0
384,0
385,0
386,2
387,0
388,0
389,2
390,2
391,0
392,0
393,1
394,2
395,0
396,2
397,0
398,0
399,0
400,2
401,2
402,1
403,0
404,0
405,0
406,1
407,2
408,0
409,0
410,2
411,0
412,0
413,0
414,0
415,1
416,2
417,2
418,0
419,2
420,1
421,1
422,0
423,2
424,0
425,2
426,0
427,0
428,2
429,2
430,1
431,0
432,2
433,2
434,2
435,0
436,2
437,2
438,0
439,0
440,0
441,2
442,0
443,2
444,2
445,0
446,0
447,0
448,2
449,0
450,1
451,2
452,0
453,0
454,1
455,0
456,1
457,1
458,0
459,0
460,1
461,1
462,2
463,0
464,2
465,0
466,0
467,1
468,0
469,0
470,1
471,2
472,0
473,1
474,0
475,2
476,2
477,1
478,0
479,0
480,0
481,0
482,0
483,0
484,2
485,0
486,1
487,0
488,2
489,1
490,0
491,0
492,0
493,0
494,2
495,2
496,0
497,0
498,0
499,2
500,1
501,1
502,0
503,2
504,0
505,2
506,1
507,0
508,2
509,2
510,0
511,2
512,2
513,1
514,0
515,2
516,1
517,2
518,2
519,0
520,0
521,0
522,2
523,0
524,1
525,0
526,0
527,2
528,0
529,2
530,0
531,2
532,0
533,2
534,2
535,0
536,0
537,0
538,1
539,0
540,2
541,0
542,2
543,2
544,0
545,0
546,1
547,2
548,0
549,0
550,0
551,0
552,2
553,0
554,1
555,0
556,1
557,2
558,2
559,1
560,0
561,1
562,2
563,0
564,1
565,1
566,2
567,1
568,0
569,2
570,0
571,0
572,0
573,2
574,2
575,0
576,1
577,0
578,0
579,2
580,0
581,1
582,0
583,1
584,0
585,0
586,0
587,2
588,0
589,0
590,0
591,0
592,0
593,2
594,2
595,2
596,0
597,0
598,2
599,0
600,2
601,0
602,2
603,0
604,0
605,1
606,0
607,0
608,1
609,2
610,0
611,2
612,0
613,2
614,0
615,0
616,2
617,2
618,2
619,0
620,0
621,0
622,0
623,0
624,2
625,2
626,0
627,0
628,2
629,0
630,1
631,0
632,2
633,2
634,0
635,0
636,0
637,0
638,2
639,2
640,2
641,0
642,0
643,2
644,0
645,2
646,2
647,1
648,1
649,0
650,2
651,0
652,2
653,2
654,1
655,2
656,0
657,0
658,1
659,0
660,0
661,2
662,0
663,1
664,1
665,0
666,2
667,0
668,0
669,2
670,0
671,0
672,1
673,0
674,1
675,2
676,0
677,0
678,0
679,0
680,0
681,0
682,2
683,2
684,0
685,0
686,2
687,0
688,1
689,2
690,0
691,0
692,2
693,0
694,2
695,0
696,2
697,0
698,1
699,0
700,0
701,0
702,0
703,2
704,2
705,0
706,0
707,1
708,0
709,0
710,2
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,2
719,0
720,0
721,0
722,2
723,0
724,0
725,2
726,2
727,0
728,2
729,2
730,0
731,2
732,1
733,2
734,0
735,2
736,0
737,0
738,2
739,2
740,0
741,2
742,0
743,2
744,0
745,1
746,0
747,0
748,0
749,0
750,0
751,0
752,0
753,2
754,2
755,0
756,0
757,0
758,0
759,2
760,1
761,2
762,2
763,1
764,0
765,0
766,0
767,2
768,2
769,1
770,0
771,2
772,0
773,1
774,2
775,0
776,2
777,0
778,2
779,0
780,2
781,0
782,1
783,1
784,0
785,0
786,1
787,0
788,1
789,2
790,0
791,0
792,2
793,2
794,0
795,2
796,0
797,0
798,1
799,0
800,0
801,1
802,0
803,0
804,0
805,0
806,0
807,0
808,1
809,2
810,0
811,1
812,2
813,2
814,0
815,2
816,2
817,0
818,2
819,0
820,2
821,2
822,0
823,2
824,0
825,0
826,2
827,1
828,0
829,0
830,0
831,0
832,1
833,1
834,2
835,0
836,0
837,0
838,2
839,0
840,0
841,0
842,0
843,0
844,2
845,2
846,1
847,0
848,0
849,1
850,0
851,2
852,2
853,2
854,0
855,1
856,0
857,1
858,0
859,0
860,2
861,0
862,0
863,2
864,0
865,2
866,0
867,2
868,0
869,1
870,1
871,1
872,2
873,0
874,0
875,1
876,0
877,0
878,0
879,0
880,2
881,1
882,0
883,1
884,0
885,0
886,0
887,2
888,0
889,0
890,0
891,0
892,0
893,1
894,0
895,2
896,0
897,2
898,0
899,0
900,0
901,2
902,0
903,2
904,1
905,2
906,2
907,1
908,0
909,2
910,0
911,2
912,0
913,1
914,2
915,2
916,0
917,0
918,2
919,0
920,1
921,1
922,1
923,0
924,2
925,0
926,0
927,0
928,2
929,0
930,1
931,0
932,1
933,0
934,0
935,1
936,0
937,2
938,2
939,0
940,2
941,1
942,0
943,0
944,1
945,2
946,0
947,1
948,2
949,0
950,0
951,0
952,1
953,0
954,1
955,1
956,2
957,1
958,2
959,1
960,0
961,0
962,0
963,2
964,2
965,0
966,0
967,0
968,2
969,2
970,0
971,0
972,2
973,0
974,0
975,2
976,0
977,0
978,0
979,0
980,0
981,2
982,0
983,2
984,1
985,2
986,1
987,2
988,2
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,1
997,1
998,0
999,2
1000,2
1001,1
1002,1
1003,0
1004,2
1005,0
1006,2
1007,0
1008,0
1009,0
1010,0
1011,2
1012,0
1013,0
1014,0
1015,2
1016,0
1017,2
1018,2
1019,2
1020,2
1021,1
1022,0
1023,0
1024,2
1025,0
1026,2
1027,0
1028,1
1029,0
1030,2
1031,0
1032,0
1033,2
1034,0
1035,0
1036,2
1037,0
1038,0
1039,0
1040,0
1041,1
1042,1
1043,1
1044,0
1045,0
1046,0
1047,0
1048,0
1049,0
1050,0
1051,0
1052,1
1053,0
1054,2
1055,0
1056,0
1057,0
1058,0
1059,0
1060,0
1061,1
1062,0
1063,1
1064,2
1065,0
1066,0
1067,0
1068,0
1069,2
1070,0
1071,0
1072,1
1073,0
1074,0
1075,1
1076,0
1077,0
1078,2
1079,2
1080,0
1081,0
1082,1
1083,2
1084,0
1085,0
1086,0
1087,1
1088,2
1089,0
1090,2
1091,0
1092,2
1093,0
1094,1
1095,0
1096,0
1097,1
1098,0
1099,2
1100,1
1101,0
1102,0
1103,2
1104,2
1105,1
1106,0
1107,0
1108,2
1109,2
1110,2
1111,1
1112,2
1113,2
1114,0
1115,2
1116,2
1117,0
1118,0
1119,0
1120,2
1121,0
1122,0
1123,2
1124,1
1125,2
1126,0
1127,0
1128,1
1129,0
1130,0
1131,2
1132,1
1133,2
1134,1
1135,0
1136,0
1137,0
1138,0
1139,0
1140,0
1141,0
1142,0
1143,0
1144,2
1145,2
1146,1
1147,0
1148,2
1149,0
1150,2
1151,0
1152,2
1153,0
1154,0
1155,0
1156,0
1157,2
1158,1
