Id,label
0,0
1,2
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,2
10,0
11,2
12,2
13,2
14,0
15,1
16,0
17,0
18,0
19,0
20,0
21,1
22,0
23,0
24,0
25,0
26,2
27,0
28,0
29,1
30,2
31,0
32,0
33,1
34,2
35,1
36,0
37,0
38,2
39,0
40,0
41,0
42,1
43,0
44,2
45,2
46,1
47,0
48,2
49,2
50,0
51,0
52,2
53,0
54,0
55,0
56,0
57,0
58,2
59,0
60,2
61,2
62,2
63,0
64,0
65,2
66,2
67,0
68,0
69,1
70,1
71,2
72,0
73,0
74,0
75,0
76,2
77,0
78,1
79,0
80,0
81,0
82,0
83,0
84,2
85,0
86,0
87,0
88,0
89,1
90,0
91,0
92,0
93,2
94,0
95,2
96,2
97,0
98,2
99,2
100,2
101,0
102,0
103,0
104,1
105,2
106,0
107,0
108,0
109,1
110,0
111,1
112,2
113,0
114,0
115,0
116,0
117,0
118,2
119,0
120,0
121,0
122,0
123,0
124,1
125,1
126,2
127,1
128,2
129,0
130,0
131,0
132,0
133,1
134,0
135,0
136,0
137,2
138,2
139,0
140,2
141,0
142,2
143,2
144,0
145,2
146,0
147,0
148,1
149,0
150,2
151,0
152,0
153,0
154,0
155,1
156,2
157,0
158,1
159,0
160,1
161,1
162,1
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,1
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,1
180,2
181,0
182,1
183,1
184,0
185,2
186,0
187,0
188,2
189,0
190,1
191,0
192,2
193,2
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,2
202,0
203,0
204,0
205,0
206,0
207,2
208,2
209,0
210,0
211,2
212,1
213,0
214,0
215,2
216,0
217,2
218,0
219,0
220,1
221,0
222,1
223,2
224,0
225,0
226,1
227,1
228,1
229,2
230,0
231,0
232,0
233,2
234,0
235,2
236,0
237,0
238,2
239,0
240,0
241,1
242,2
243,2
244,0
245,1
246,0
247,2
248,0
249,0
250,0
251,0
252,0
253,0
254,2
255,0
256,2
257,0
258,1
259,0
260,1
261,1
262,0
263,0
264,0
265,0
266,1
267,0
268,1
269,0
270,0
271,2
272,2
273,0
274,2
275,2
276,0
277,0
278,1
279,0
280,0
281,2
282,0
283,0
284,0
285,0
286,2
287,2
288,0
289,1
290,0
291,0
292,0
293,0
294,0
295,1
296,0
297,1
298,2
299,0
300,2
301,0
302,2
303,0
304,0
305,0
306,2
307,1
308,0
309,0
310,2
311,0
312,0
313,2
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,2
323,0
324,0
325,0
326,0
327,0
328,1
329,2
330,2
331,2
332,0
333,1
334,0
335,0
336,0
337,0
338,0
339,2
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,2
348,0
349,1
350,0
351,0
352,0
353,1
354,2
355,0
356,0
357,1
358,2
359,0
360,0
361,0
362,0
363,2
364,2
365,0
366,0
367,0
368,0
369,0
370,1
371,0
372,0
373,1
374,0
375,0
376,2
377,2
378,0
379,0
380,0
381,1
382,2
383,2
384,0
385,0
386,0
387,0
388,0
389,2
390,2
391,0
392,2
393,0
394,2
395,0
396,0
397,2
398,2
399,1
400,0
401,0
402,0
403,0
404,1
405,0
406,0
407,2
408,0
409,1
410,0
411,0
412,0
413,0
414,0
415,0
416,2
417,2
418,0
419,0
420,0
421,0
422,2
423,0
424,2
425,2
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,2
435,0
436,0
437,2
438,0
439,1
440,0
441,0
442,1
443,2
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,1
457,0
458,2
459,0
460,0
461,0
462,0
463,1
464,2
465,0
466,0
467,0
468,2
469,1
470,0
471,2
472,0
473,1
474,1
475,2
476,0
477,0
478,0
479,2
480,0
481,0
482,1
483,1
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,2
494,0
495,2
496,2
497,0
498,0
499,2
500,0
501,1
502,0
503,0
504,1
505,2
506,0
507,0
508,2
509,2
510,0
511,2
512,0
513,1
514,1
515,0
516,0
517,1
518,1
519,0
520,1
521,1
522,0
523,0
524,0
525,1
526,1
527,0
528,2
529,2
530,1
531,0
532,2
533,2
534,2
535,0
536,0
537,0
538,0
539,1
540,2
541,0
542,2
543,2
544,0
545,0
546,1
547,2
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,2
558,0
559,0
560,0
561,0
562,0
563,0
564,1
565,0
566,2
567,0
568,0
569,2
570,2
571,0
572,2
573,2
574,0
575,0
576,0
577,2
578,0
579,2
580,0
581,1
582,1
583,0
584,0
585,0
586,1
587,2
588,0
589,0
590,0
591,0
592,0
593,2
594,0
595,0
596,0
597,2
598,0
599,0
600,0
601,2
602,2
603,0
604,1
605,0
606,1
607,0
608,0
609,2
610,0
611,2
612,2
613,0
614,0
615,1
616,0
617,0
618,2
619,0
620,0
621,1
622,0
623,0
624,0
625,0
626,2
627,0
628,2
629,2
630,0
631,0
632,0
633,0
634,2
635,1
636,0
637,2
638,0
639,2
640,2
641,2
642,0
643,0
644,0
645,2
646,0
647,2
648,1
649,2
650,1
651,0
652,2
653,2
654,0
655,2
656,2
657,1
658,1
659,0
660,0
661,2
662,2
663,1
664,0
665,0
666,2
667,0
668,2
669,0
670,2
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,1
680,2
681,0
682,2
683,2
684,1
685,0
686,2
687,0
688,0
689,0
690,0
691,0
692,2
693,0
694,0
695,0
696,2
697,0
698,0
699,0
700,0
701,0
702,2
703,2
704,2
705,2
706,1
707,0
708,0
709,0
710,2
711,0
712,2
713,0
714,1
715,1
716,0
717,0
718,0
719,2
720,0
721,2
722,2
723,2
724,2
725,2
726,2
727,0
728,0
729,0
730,1
731,0
732,0
733,2
734,1
735,0
736,0
737,0
738,0
739,2
740,0
741,0
742,0
743,0
744,0
745,0
746,1
747,0
748,2
749,0
750,2
751,0
752,0
753,2
754,2
755,0
756,0
757,0
758,0
759,2
760,0
761,0
762,2
763,1
764,0
765,2
766,0
767,0
768,2
769,0
770,1
771,2
772,0
773,1
774,0
775,2
776,2
777,0
778,2
779,1
780,0
781,2
782,0
783,0
784,0
785,0
786,0
787,1
788,0
789,0
790,0
791,2
792,0
793,2
794,2
795,0
796,2
797,1
798,2
799,0
800,2
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,1
809,2
810,1
811,0
812,0
813,2
814,0
815,2
816,0
817,0
818,2
819,0
820,2
821,1
822,1
823,0
824,0
825,2
826,2
827,0
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,0
836,2
837,0
838,2
839,1
840,0
841,0
842,2
843,1
844,1
845,0
846,0
847,2
848,0
849,0
850,0
851,0
852,2
853,0
854,0
855,0
856,0
857,0
858,0
859,1
860,2
861,1
862,0
863,2
864,1
865,2
866,0
867,2
868,1
869,1
870,1
871,1
872,2
873,0
874,0
875,1
876,0
877,1
878,0
879,0
880,1
881,0
882,1
883,0
884,0
885,0
886,0
887,2
888,1
889,0
890,2
891,1
892,0
893,0
894,0
895,2
896,2
897,0
898,0
899,2
900,0
901,2
902,0
903,0
904,1
905,2
906,0
907,0
908,0
909,0
910,0
911,2
912,2
913,0
914,2
915,0
916,0
917,1
918,0
919,0
920,0
921,0
922,0
923,0
924,0
925,2
926,0
927,0
928,0
929,2
930,0
931,1
932,0
933,0
934,1
935,0
936,0
937,0
938,0
939,2
940,1
941,1
942,0
943,2
944,0
945,2
946,0
947,0
948,2
949,0
950,2
951,0
952,0
953,0
954,0
955,1
956,2
957,1
958,0
959,0
960,0
961,2
962,1
963,2
964,2
965,0
966,0
967,0
968,2
969,1
970,1
971,0
972,2
973,0
974,0
975,2
976,0
977,2
978,0
979,2
980,1
981,2
982,0
983,0
984,0
985,2
986,1
987,2
988,2
989,0
990,0
991,0
992,0
993,0
994,2
995,1
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,1
1004,2
1005,0
1006,0
1007,0
1008,1
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,2
1016,0
1017,2
1018,0
1019,2
1020,0
1021,0
1022,2
1023,0
1024,2
1025,0
1026,0
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,2
1034,0
1035,0
1036,0
1037,0
1038,0
1039,0
1040,0
1041,0
1042,0
1043,0
1044,0
1045,0
1046,0
1047,0
1048,0
1049,0
1050,1
1051,0
1052,0
1053,0
1054,2
1055,0
1056,1
1057,0
1058,0
1059,0
1060,0
1061,0
1062,1
1063,1
1064,0
1065,0
1066,1
1067,2
1068,0
1069,0
1070,0
1071,0
1072,0
1073,1
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,2
1082,0
1083,0
1084,0
1085,0
1086,0
1087,0
1088,2
1089,0
1090,0
1091,0
1092,0
1093,0
1094,0
1095,2
1096,2
1097,1
1098,0
1099,0
1100,1
1101,0
1102,2
1103,2
1104,0
1105,0
1106,0
1107,0
1108,0
1109,2
1110,2
1111,0
1112,2
1113,2
1114,1
1115,2
1116,0
1117,0
1118,1
1119,0
1120,2
1121,2
1122,1
1123,2
1124,0
1125,0
1126,1
1127,0
1128,0
1129,0
1130,1
1131,2
1132,0
1133,2
1134,0
1135,1
1136,2
1137,0
1138,0
1139,0
1140,0
1141,2
1142,0
1143,1
1144,2
1145,2
1146,0
1147,0
1148,0
1149,0
1150,0
1151,0
1152,1
1153,0
1154,0
1155,0
1156,0
1157,0
1158,0
1159,1
1160,0
1161,0
1162,0
1163,2
1164,0
1165,0
1166,0
1167,1
1168,2
1169,2
1170,1
1171,0
1172,0
1173,1
1174,2
1175,0
1176,2
1177,2
1178,0
1179,2
1180,0
1181,2
1182,0
1183,2
1184,1
1185,0
1186,0
1187,0
1188,2
1189,1
1190,0
1191,0
1192,2
1193,0
1194,2
1195,0
1196,0
1197,0
1198,0
1199,1
1200,1
1201,0
1202,1
1203,0
1204,1
1205,2
1206,1
1207,0
1208,2
1209,2
1210,1
1211,1
1212,0
1213,0
1214,1
1215,2
1216,2
1217,0
1218,0
1219,2
1220,0
1221,0
1222,2
1223,0
1224,0
1225,2
1226,2
1227,0
1228,1
1229,1
1230,2
1231,0
1232,0
1233,1
1234,0
